Release Date,Time,Actual,Forecast,Previous,
"May 01, 1982 (Apr)",10:00,-14.00, ,-18.00,
"Apr 01, 1982 (Mar)",10:00,-18.00, ,-22.00,
"Mar 01, 1982 (Feb)",10:00,-22.00, ,-19.00,
"Feb 01, 1982 (Jan)",10:00,-19.00, ,-26.00,
"Jan 01, 1982 (Dec)",10:00,-26.00, ,-22.00,
"Dec 01, 1981 (Nov)",10:00,-22.00, ,-15.00,
"Nov 01, 1981 (Oct)",10:00,-15.00, ,-14.00,
"Oct 01, 1981 (Sep)",10:00,-14.00, ,-14.00,
"Sep 01, 1981 (Aug)",10:00,-14.00, ,-14.00,
"Aug 01, 1981 (Jul)",10:00,-14.00, ,-14.00,
"Jul 01, 1981 (Jun)",10:00,-14.00, ,-15.00,
"Jun 01, 1981 (May)",10:00,-15.00, ,-16.00,
"May 01, 1981 (Apr)",10:00,-16.00, ,-17.00,
"Apr 01, 1981 (Mar)",10:00,-17.00, ,-18.00,
"Mar 01, 1981 (Feb)",10:00,-18.00, ,-18.00,
"Feb 01, 1981 (Jan)",10:00,-18.00, ,-19.00,
"Jan 01, 1981 (Dec)",10:00,-19.00, ,-18.00,
"Dec 01, 1980 (Nov)",10:00,-18.00, ,-17.00,
"Nov 01, 1980 (Oct)",10:00,-17.00, ,-15.00,
"Oct 01, 1980 (Sep)",10:00,-15.00, ,-13.00,
"Sep 01, 1980 (Aug)",10:00,-13.00, ,-12.00,
"Aug 01, 1980 (Jul)",10:00,-12.00, ,-10.00,
"Jul 01, 1980 (Jun)",10:00,-10.00, ,-10.00,
"Jun 01, 1980 (May)",10:00,-10.00, ,-10.00,
"May 01, 1980 (Apr)",10:00,-10.00, ,-11.00,
"Apr 01, 1980 (Mar)",10:00,-11.00, ,-12.00,
"Mar 01, 1980 (Feb)",10:00,-12.00, ,-13.00,
"Feb 01, 1980 (Jan)",10:00,-13.00, ,-12.00,
"Jan 01, 1980 (Dec)",10:00,-12.00, ,-9.00,
"Dec 01, 1979 (Nov)",10:00,-9.00, ,-3.00,
"Nov 01, 1979 (Oct)",10:00,-3.00, ,16.00,
"Oct 01, 1979 (Sep)",10:00,16.00, ,12.00,
"Sep 01, 1979 (Aug)",10:00,12.00, ,16.00,
"Aug 01, 1979 (Jul)",10:00,16.00, ,15.00,
"Jul 01, 1979 (Jun)",10:00,15.00, ,9.00,
"Jun 01, 1979 (May)",10:00,9.00, ,2.00,
"May 01, 1979 (Apr)",10:00,2.00, ,-5.00,
"Apr 01, 1979 (Mar)",10:00,-5.00, ,-8.00,
"Mar 01, 1979 (Feb)",10:00,-8.00, ,-6.00,
"Feb 01, 1979 (Jan)",10:00,-6.00, ,-1.00,
"Jan 01, 1979 (Dec)",10:00,-1.00, ,5.00,
"Dec 01, 1978 (Nov)",10:00,5.00, ,10.00,
"Nov 01, 1978 (Oct)",10:00,10.00, ,13.00,
"Oct 01, 1978 (Sep)",10:00,13.00, ,14.00,
"Sep 01, 1978 (Aug)",10:00,14.00, ,14.00,
"Aug 01, 1978 (Jul)",10:00,14.00, ,14.00,
"Jul 01, 1978 (Jun)",10:00,14.00, ,13.00,
"Jun 01, 1978 (May)",10:00,13.00, ,17.00,
"May 01, 1978 (Apr)",10:00,17.00, ,18.00,
"Apr 01, 1978 (Mar)",10:00,18.00, ,20.00,
"Mar 01, 1978 (Feb)",10:00,20.00, ,21.00,
"Feb 01, 1978 (Jan)",10:00,21.00, ,20.00,
"Jan 01, 1978 (Dec)",10:00,20.00, ,16.00,
"Dec 01, 1977 (Nov)",10:00,16.00, ,10.00,
"Nov 01, 1977 (Oct)",10:00,10.00, ,2.00,
"Oct 01, 1977 (Sep)",10:00,2.00, ,-7.00,
"Sep 01, 1977 (Aug)",10:00,-7.00, ,-12.00,
"Aug 01, 1977 (Jul)",10:00,-12.00, ,-14.00,
"Jul 01, 1977 (Jun)",10:00,-14.00, ,-12.00,
"Jun 01, 1977 (May)",10:00,-12.00, ,-9.00,
"May 01, 1977 (Apr)",10:00,-9.00, ,-7.00,
"Apr 01, 1977 (Mar)",10:00,-7.00, ,-8.00,
"Mar 01, 1977 (Feb)",10:00,-8.00, ,-13.00,
"Feb 01, 1977 (Jan)",10:00,-13.00, ,-19.00,
"Jan 01, 1977 (Dec)",10:00,-19.00, ,-23.00,
"Dec 01, 1976 (Nov)",10:00,-23.00, ,-22.00,
"Nov 01, 1976 (Oct)",10:00,-22.00, ,-17.00,
"Oct 01, 1976 (Sep)",10:00,-17.00, ,-10.00,
"Sep 01, 1976 (Aug)",10:00,-10.00, ,-3.00,
"Aug 01, 1976 (Jul)",10:00,-3.00, ,0.00,
"Jul 01, 1976 (Jun)",10:00,0.00, ,0.00,
"Jun 01, 1976 (May)",10:00,0.00, ,-3.00,
"May 01, 1976 (Apr)",10:00,-3.00, ,-7.00,
"Apr 01, 1976 (Mar)",10:00,-7.00, ,-10.00,
"Mar 01, 1976 (Feb)",10:00,-10.00, ,-12.00,
"Feb 01, 1976 (Jan)",10:00,-12.00, ,-13.00,
"Jan 01, 1976 (Dec)",10:00,-13.00, ,-15.00,
"Dec 01, 1975 (Nov)",10:00,-15.00, ,-18.00,
"Nov 01, 1975 (Oct)",10:00,-18.00, ,-23.00,
"Oct 01, 1975 (Sep)",10:00,-23.00, ,-27.00,
"Sep 01, 1975 (Aug)",10:00,-27.00, ,-30.00,
"Aug 01, 1975 (Jul)",10:00,-30.00, ,-30.00,
"Jul 01, 1975 (Jun)",10:00,-30.00, ,-26.00,
"Jun 01, 1975 (May)",10:00,-26.00, ,-21.00,
"May 01, 1975 (Apr)",10:00,-21.00, ,-16.00,
"Apr 01, 1975 (Mar)",10:00,-16.00, ,-13.00,
"Mar 01, 1975 (Feb)",10:00,-13.00, ,-11.00,
"Feb 01, 1975 (Jan)",10:00,-11.00, ,-11.00,
"Jan 01, 1975 (Dec)",10:00,-11.00, ,-12.00,
"Dec 01, 1974 (Nov)",10:00,-12.00, ,-13.00,
"Nov 01, 1974 (Oct)",10:00,-13.00, ,-13.00,
"Oct 01, 1974 (Sep)",10:00,-13.00, ,-13.00,
"Sep 01, 1974 (Aug)",10:00,-13.00, ,-13.00,
"Aug 01, 1974 (Jul)",10:00,-13.00, ,-13.00,
"Jul 01, 1974 (Jun)",10:00,-13.00, ,-13.00,
"Jun 01, 1974 (May)",10:00,-13.00, ,-13.00,
"May 01, 1974 (Apr)",10:00,-13.00, ,-13.00,
"Apr 01, 1974 (Mar)",10:00,-13.00, ,-13.00,
"Mar 01, 1974 (Feb)",10:00,-13.00, ,-13.00,
"Feb 01, 1974 (Jan)",10:00,-13.00, , ,
